start_date,start_time,finish_date,finish_time,username,follower_count
20180215,23:36:15.296675,20180215,23:36:15.853365,caizicaixukun,3524743
20180215,23:37:44.085422,20180215,23:37:45.101117,caizicaixukun,3524805
20180215,23:38:17.264278,20180215,23:38:17.870592,caizicaixukun,3524824
20180215,23:38:32.876127,20180215,23:38:33.537526,caizicaixukun,3524841
20180215,23:39:46.967842,20180215,23:39:47.879368,caizicaixukun,3524884
20180215,23:39:58.743337,20180215,23:39:59.450512,caizicaixukun,3524890
20180215,23:41:17.796778,20180215,23:41:18.504902,caizicaixukun,3524939
