start_date,start_time,finish_date,finish_time,name,likehood,mentioned,interaction,cheer_card
20180215,23:41:18.514755,20180215,23:41:20.655086,王艺龙Enki,9600000,1451,467,769
20180215,23:41:18.514755,20180215,23:41:20.655086,王梓豪Z-joe,9500000,2717,1493,529
20180215,23:41:18.514755,20180215,23:41:20.655086,X-TIME张昕,8830000,1529,614,669
20180215,23:41:18.514755,20180215,23:41:20.655086,MERXIC-TAKO张宇晨,8680000,1994,197,649
20180215,23:41:18.514755,20180215,23:41:20.655086,甘俊同学,8640000,1039,336,727
20180215,23:41:18.514755,20180215,23:41:20.655086,闵喆祥grieveD,8630000,606,93,794
20180215,23:41:18.514755,20180215,23:41:20.655086,CATCHERS_应智越,7480000,1110,90,628
20180215,23:41:18.514755,20180215,23:41:20.655086,Trainee18-邱治谐,6970000,828,424,572
20180215,23:41:18.514755,20180215,23:41:20.655086,NGC_J-One,6520000,676,156,569
20180215,23:41:18.514755,20180215,23:41:20.655086,于浩Hook,6510000,517,78,592
20180215,23:41:18.514755,20180215,23:41:20.655086,黄若涵_,6480000,399,76,601
20180215,23:41:18.514755,20180215,23:41:20.655086,X-TIME叶泓希,6470000,1126,269,508
20180215,23:41:18.514755,20180215,23:41:20.655086,赵凌峰Traple,6460000,228,46,619
20180215,23:41:18.514755,20180215,23:41:20.655086,MERXIC-ANPH李鑫岩,6460000,736,147,558
